Offence,Offence_OLD,Year,Outcome,Sentence,Department,Data_Source,Page
child pornography,publishing / possession of / making a child pornography,2014,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2014,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2014,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2014,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2014,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2014,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2014,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2014,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2014,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2014,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2014,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2014,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2014,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2014,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2014,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2014,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2014,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2014,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2014,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2014,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2014,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2014,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2014,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2014,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2014,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
soliciting for an immoral purpose,soliciting for an immoral purpose,2014,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
trafficking to Hong Kong in woman for prostitution // trafficking in persons to / from Hong Kong,trafficking to Hong Kong in woman for prostitution // trafficking in persons to / from Hong Kong,2014,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 13,unlawful sexual intercourse with a girl under 13,2014,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 13,unlawful sexual intercourse with a girl under 13,2014,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 13,unlawful sexual intercourse with a girl under 13,2014,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 13,unlawful sexual intercourse with a girl under 13,2014,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 13,unlawful sexual intercourse with a girl under 13,2014,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2014,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2014,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2014,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2014,FG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2014,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2014,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2014,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2014,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2014,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2014,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
control over persons for purpose of unlawful sexual intercourse or prostitution,controlling another person for the purpose of prostitution,2015,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
incest by men,incest by men,2015,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2015,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2015,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent conduct towards child under 16,inciting to commit // committing an act of gross indecency //indecent conduct towards / with a child under the age of 16,2015,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
indecent assault,indecent assault on a woman / female / mentally incapacitated person / another person,2015,OTHERS,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
living on earnings of prostitution of others,living on earnings of prostitution of others,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
living on earnings of prostitution of others,living on earnings of prostitution of others,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
living on earnings of prostitution of others,living on earnings of prostitution of others,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
living on earnings of prostitution of others,living on earnings of prostitution of others,2015,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
procurement by false pretences,procuring another person for an unlawful sexual act by false pretences,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
procurement by false pretences,procuring another person for an unlawful sexual act by false pretences,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
procurement by false pretences,procuring another person for an unlawful sexual act by false pretences,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2015,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2015,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2015,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2015,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,publishing / possession of / making a child pornography,2015,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2015,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2015,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2015,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2015,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2015,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2015,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2015,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
rape,rape,2015,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 13,unlawful sexual intercourse with a girl under 13,2015,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 13,unlawful sexual intercourse with a girl under 13,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 13,unlawful sexual intercourse with a girl under 13,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 13,unlawful sexual intercourse with a girl under 13,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 13,unlawful sexual intercourse with a girl under 13,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 13,unlawful sexual intercourse with a girl under 13,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 13,unlawful sexual intercourse with a girl under 13,2015,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 13,unlawful sexual intercourse with a girl under 13,2015,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 13,unlawful sexual intercourse with a girl under 13,2015,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 13,unlawful sexual intercourse with a girl under 13,2015,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 13,unlawful sexual intercourse with a girl under 13,2015,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2015,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2015,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2015,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2015,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2015,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2015,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2015,PG,NCS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
intercourse with girl under 16,unlawful sexual intercourse with a girl under 16,2015,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
administering drugs to obtain or facilitate unlawful sexual act,administering drugs to obtain or facilitate unlawful sexual act,2016,FNG,A,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,"aiding, abetting, counselling and/or procuring the offences relating to child pornography",2016,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
child pornography,"aiding, abetting, counselling and/or procuring the offences relating to child pornography",2016,OTHERS,OTHERS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
causing prostitution of woman / another person ,causing prostitution of woman / another person,2016,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
causing prostitution of woman / another person ,causing prostitution of woman / another person,2016,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
incest by men,incest by men,2016,FG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
incest by men,incest by men,2016,PG,CS,DOJ,DOJ Statistics-2010-2021-breakdown_recvd2022-01-31.xlsx,Sheet 1
